STATUS,UNITS,Magnitude,Subject,Series_title_3
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
F,Dollars,10,Wholesale Trade Survey - WTS,Current prices
